Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000198265,HELZ,47,0.29825,26,-0.7413,87,1.30634,34,-0.2975,32,-0.3851
ENSG00000197170,PSMD12,39,-0.9846,32,-1.3323,138,1.12533,107,0.94650,53,-0.5016
ENSG00000154217,PITPNC1,11,-2.1650,77,1.16754,38,-0.1739,31,-0.6107,59,0.62862
ENSG00000130935,NOL11,14,-0.8044,38,1.03918,30,0.44720,18,-0.3822,17,-0.4316
ENSG00000171634,BPTF,1210,2.74518,111,-2.0268,455,0.26743,104,-2.2814,225,-0.9174
ENSG00000186665,C17orf58,6,-1.3014,8,-0.9560,21,0.64486,17,0.37533,21,0.69732
ENSG00000182481,KPNA2,9,-2.2115,46,0.36655,40,0.11190,55,0.86499,30,-0.3981
ENSG00000278730,AC005332.6,45,1.00504,25,-0.1400,31,0.24547,16,-0.9218,24,-0.1866
ENSG00000196704,AMZ2,40,-1.5059,120,0.33018,89,-0.2001,124,0.44308,113,0.20433
ENSG00000108946,PRKAR1A,199,-1.1484,412,0.08399,472,0.29440,550,0.75268,295,-0.5032
ENSG00000141338,ABCA8,147,3.41177,40,-0.0176,12,-1.8404,5,-3.4717,1,-4.9828
ENSG00000154265,ABCA5,36,0.15260,19,-0.9124,57,0.89764,33,0.01153,31,-0.0722
ENSG00000125398,SOX9,18,-1.1408,70,1.29952,28,-0.4051,13,-1.8708,62,1.01031
ENSG00000180616,SSTR2,12,-3.2915,74,-0.4802,236,1.51350,156,1.09336,51,-1.0969
ENSG00000166685,COG1,16,-1.7109,60,0.52679,29,-0.6558,63,0.75716,40,-0.2043
ENSG00000133193,FAM104A,6,-1.6569,17,0.02994,13,-0.4061,28,1.15812,13,-0.4250
ENSG00000141219,C17orf80,18,0.32417,7,-1.1308,19,0.39295,17,0.25102,15,-0.0540
ENSG00000179604,CDC42EP4,19,-1.4322,59,0.51783,30,-0.6523,26,-1.0346,93,1.49034
ENSG00000172809,RPL38,1851,0.32149,2164,0.62455,471,-1.8315,1249,-0.4335,1653,0.11098
ENSG00000141540,TTYH2,221,2.22735,135,0.97440,18,-2.2876,14,-2.9303,22,-2.0807
ENSG00000109062,SLC9A3R1,37,-0.6796,96,1.07056,28,-1.0423,26,-1.3656,91,0.95815
ENSG00000161509,GRIN2C,8,-1.8988,54,1.33524,28,0.03243,10,-1.7931,47,1.03197
ENSG00000167861,HID1,40,-0.0643,62,0.76486,49,0.26278,39,-0.1389,23,-1.0002
ENSG00000167862,MRPL58,10,-1.0931,30,0.90968,5,-1.8928,25,0.62627,14,-0.5213
ENSG00000180901,KCTD2,26,-1.6217,73,0.06668,120,0.88366,86,0.42470,64,-0.1676
ENSG00000167863,ATP5PD,137,-1.5223,279,-0.3596,152,-1.2516,478,0.75214,501,0.72960
ENSG00000125458,NT5C,22,-0.0593,32,0.63845,11,-1.0517,17,-0.5330,28,0.39178
ENSG00000189159,JPT1,16,-3.1181,64,-1.0440,139,0.25633,203,1.28658,140,0.30194
ENSG00000188612,SUMO2,136,-0.6190,164,-0.2970,157,-0.3398,233,0.39243,243,0.41669
ENSG00000125450,NUP85,13,-0.4176,21,0.34226,23,0.45495,17,0.02010,14,-0.3228
ENSG00000125447,GGA3,16,-1.1817,26,-0.3448,51,0.76820,42,0.62242,29,-0.1912
ENSG00000125445,MRPS7,34,-1.3228,90,0.30791,88,0.22800,83,0.18008,88,0.26334
ENSG00000177885,GRB2,85,-0.8274,96,-0.6169,166,0.30885,178,0.56997,156,0.22836
ENSG00000177728,TMEM94,26,-1.0660,74,0.78242,46,-0.1145,44,-0.2236,57,0.26549
ENSG00000177303,CASKIN2,16,0.04793,23,0.72395,17,0.08404,9,-1.0297,18,0.20350
ENSG00000266714,MYO15B,39,0.91669,60,1.91876,3,-3.0218,3,-3.1197,16,-0.7050
ENSG00000161526,SAP30BP,80,0.46746,61,-0.0265,52,-0.2680,56,-0.2222,60,-0.0648
ENSG00000132470,ITGB4,10,-1.4797,89,3.46022,10,-1.2580,1,-4.2970,14,-0.8941
ENSG00000132475,H3F3B,411,0.62920,508,1.07434,150,-1.0462,167,-1.0641,228,-0.4454
ENSG00000132471,WBP2,158,-1.4239,476,0.46045,323,-0.2250,465,0.48369,367,-0.0245
ENSG00000132481,TRIM47,9,-1.3883,62,2.30714,15,-0.6361,14,-0.8137,10,-1.2176
ENSG00000204316,MRPL38,31,-0.9549,60,0.17238,54,-0.0246,53,-0.0488,75,0.59816
ENSG00000161533,ACOX1,20,-1.0576,45,0.35661,42,0.19682,30,-0.4176,55,0.73902
ENSG00000257949,TEN1,14,-0.2640,21,0.44238,13,-0.3637,18,0.15364,14,-0.2692
ENSG00000167881,SRP68,35,-1.1410,85,0.38585,82,0.26874,76,0.19465,71,0.04309
ENSG00000182473,EXOC7,70,-0.2296,107,0.55881,104,0.43797,69,-0.2716,65,-0.3679
ENSG00000141576,RNF157,51,-1.1527,89,-0.2165,182,0.98494,96,-0.0902,128,0.44993
ENSG00000185262,UBALD2,40,0.19080,43,0.34440,43,0.28059,34,-0.1051,24,-0.7017
ENSG00000161542,PRPSAP1,35,-0.2124,59,0.76902,36,-0.1523,34,-0.2824,34,-0.2639
ENSG00000175931,UBE2O,27,-1.0027,33,-0.7211,81,0.80116,72,0.84277,40,-0.3859
ENSG00000161544,CYGB,2,-2.9065,9,-0.6511,16,0.17984,18,0.56538,23,0.98178
ENSG00000163597,SNHG16,22,-0.9482,41,0.12237,33,-0.2199,40,0.09866,51,0.56309
ENSG00000182534,MXRA7,69,-1.3191,187,0.37388,140,-0.1386,174,0.28121,176,0.25767
ENSG00000161547,SRSF2,44,-1.2725,117,0.37378,83,-0.2081,113,0.36921,104,0.15280
ENSG00000092931,MFSD11,16,-0.0364,15,-0.1512,20,0.30141,19,0.21093,14,-0.3054
ENSG00000167889,MGAT5B,0,-5.3738,5,-2.2445,41,1.02869,25,0.30710,45,1.49036
ENSG00000129657,SEC14L1,37,0.04972,29,-0.3631,50,0.51848,24,-0.7638,53,0.72818
ENSG00000184640,SEPTIN9,19,-1.8637,61,0.03797,85,0.58132,80,0.64453,56,-0.1131
ENSG00000078687,TNRC6C,170,1.58879,54,-0.6527,154,1.11971,39,-1.2895,35,-1.3392
ENSG00000141524,TMC6,85,2.33832,55,1.19316,7,-2.2362,1,-4.4273,5,-2.7701
ENSG00000108639,SYNGR2,80,2.07767,48,0.81881,14,-1.2172,8,-2.2530,8,-2.1762
ENSG00000183077,AFMID,65,1.75019,30,0.08835,14,-1.0436,18,-0.8715,13,-1.2982
ENSG00000204278,TMEM235,56,2.34434,37,1.22455,3,-2.7063,2,-3.7683,2,-3.3086
ENSG00000087157,PGS1,13,-0.5232,23,0.46912,9,-0.9420,24,0.69277,11,-0.7321
ENSG00000108669,CYTH1,175,1.92779,70,-0.0363,67,-0.1111,30,-1.5336,33,-1.2638
ENSG00000055483,USP36,63,1.47990,28,-0.1432,25,-0.3425,16,-1.1607,25,-0.3586
ENSG00000035862,TIMP2,196,-0.1244,313,0.76732,177,-0.2663,193,-0.1675,162,-0.4557
ENSG00000108679,LGALS3BP,97,1.80613,69,1.00471,9,-2.2087,8,-2.6625,23,-0.9781
ENSG00000171302,CANT1,10,-1.1754,26,0.32644,31,0.59022,23,0.18642,20,-0.0866
ENSG00000167281,RBFOX3,18,-2.7397,57,-0.9730,193,1.07392,123,0.40335,153,0.77501
ENSG00000141582,CBX4,32,-0.0135,28,-0.2367,37,0.22824,42,0.57113,19,-0.8435
ENSG00000167291,TBC1D16,13,-0.2358,14,-0.0950,27,1.01409,10,-0.7522,18,0.40820
ENSG00000171298,GAA,20,-0.8654,58,1.00421,35,0.02882,35,0.04746,23,-0.6602
ENSG00000141543,EIF4A3,22,-0.0975,27,0.23773,9,-1.4362,23,-0.0613,30,0.43307
ENSG00000181045,SLC26A11,17,-0.8120,37,0.48634,39,0.52629,30,0.11786,23,-0.3859
ENSG00000173821,RNF213,127,2.09249,38,-0.4377,49,-0.0054,21,-1.5032,23,-1.2157
ENSG00000173818,ENDOV,13,-0.9970,28,0.32597,27,0.24587,28,0.40036,20,-0.2634
ENSG00000171246,NPTX1,39,-3.9289,406,-0.3183,1239,1.61961,629,0.56535,424,-0.2446
ENSG00000141564,RPTOR,11,-1.1202,30,0.58105,40,0.94902,22,-0.0594,17,-0.4288
ENSG00000176108,CHMP6,13,-0.4311,19,0.28540,20,0.29186,16,-0.0578,16,-0.0120
ENSG00000226137,BAIAP2-DT,19,-1.7487,43,-0.4613,110,1.12082,61,0.14774,74,0.49504
ENSG00000175866,BAIAP2,27,-2.8549,134,-0.3872,329,1.13915,217,0.57080,184,0.17864
ENSG00000181409,AATK,300,1.90777,155,0.42158,92,-0.4699,54,-1.4846,36,-2.0200
ENSG00000224877,NDUFAF8,171,-0.6618,290,0.26372,118,-1.1726,252,0.00416,358,0.67379
ENSG00000157637,SLC38A10,23,-0.2993,45,0.94084,25,-0.1785,21,-0.5569,26,-0.0744
ENSG00000184009,ACTG1,494,-1.3636,1093,-0.0372,1005,-0.1665,1461,0.59382,1298,0.27873
ENSG00000185504,FAAP100,14,-0.1524,23,0.67827,25,0.73792,16,0.04703,5,-1.7904
ENSG00000182446,NPLOC4,37,-0.3583,50,0.13494,59,0.40691,48,0.07818,42,-0.1728
ENSG00000204237,OXLD1,12,-1.4844,30,0.07191,16,-0.9178,44,0.90193,31,0.08543
ENSG00000185298,CCDC137,29,0.40221,15,-0.6790,50,1.29017,20,-0.2606,16,-0.6254
ENSG00000214087,ARL16,31,-1.0313,55,-0.0798,56,-0.0421,73,0.53852,62,0.16269
ENSG00000185359,HGS,38,-1.0064,79,0.27359,86,0.36986,68,-0.0095,80,0.28185
ENSG00000262814,MRPL12,27,-1.8475,77,-0.1360,87,0.07329,112,0.65073,101,0.35931
ENSG00000225663,MCRIP1,108,-0.7436,209,0.42094,172,0.04881,169,0.02408,177,0.11201
ENSG00000185624,P4HB,56,-0.7134,108,0.45293,78,-0.1305,95,0.22864,79,-0.1267
ENSG00000141522,ARHGDIA,101,-0.9857,194,0.12575,225,0.35251,223,0.45055,163,-0.1876
ENSG00000183684,ALYREF,15,-0.6655,16,-0.5540,16,-0.4487,26,0.39158,31,0.66017
ENSG00000141552,ANAPC11,80,-1.4016,172,-0.1405,78,-1.3409,225,0.40171,303,0.94667
ENSG00000185813,PCYT2,36,-0.8173,61,0.06491,85,0.60203,63,0.15872,59,0.00489
ENSG00000197063,MAFG,35,-0.8130,37,-0.7446,116,1.20882,59,0.09711,64,0.23159
ENSG00000169696,ASPSCR1,34,-0.1223,48,0.51689,34,-0.0756,36,0.00327,28,-0.4588
ENSG00000169689,CENPX,36,-0.8829,47,-0.4287,30,-1.0888,84,0.74798,77,0.45946
ENSG00000169750,RAC3,7,-2.5236,32,-0.0697,39,0.24839,51,0.94815,33,-0.0295
ENSG00000169738,DCXR,52,-1.1246,159,0.88451,62,-0.7462,97,-0.0793,116,0.26207
ENSG00000169733,RFNG,21,-0.3490,21,-0.3186,38,0.67926,21,-0.3894,34,0.57510
ENSG00000169727,GPS1,55,-0.9328,99,0.08226,131,0.52113,124,0.59214,69,-0.5608
ENSG00000169718,DUS1L,25,-0.4404,26,-0.3633,34,0.08762,47,0.80328,24,-0.5226
ENSG00000169710,FASN,57,-1.3649,149,0.26906,149,0.24500,144,0.24275,146,0.23372
ENSG00000141551,CSNK1D,24,-1.4852,73,0.36641,71,0.27384,71,0.35720,60,0.01301
ENSG00000169660,HEXD,19,-0.0182,23,0.29281,19,-0.0181,19,-0.0226,17,-0.2674
ENSG00000178927,CYBC1,20,-0.1218,32,0.68411,28,0.40605,20,-0.2005,14,-0.7859
ENSG00000141562,NARF,31,-0.8947,44,-0.3029,57,0.13092,76,0.83331,45,-0.2720
ENSG00000141568,FOXK2,17,-1.0524,30,-0.0856,44,0.54180,34,0.15917,38,0.32796
ENSG00000141580,WDR45B,136,0.88032,84,-0.0355,85,-0.0131,64,-0.5616,71,-0.3440
ENSG00000141542,RAB40B,252,0.57583,200,0.13944,159,-0.2478,139,-0.5561,187,0.01222
ENSG00000141560,FN3KRP,29,-0.6831,55,0.41460,36,-0.3258,46,0.10171,48,0.16469
ENSG00000141556,TBCD,19,-1.7494,65,0.25695,70,0.34270,77,0.70225,47,-0.3242
ENSG00000101557,USP14,69,-0.5603,81,-0.2922,161,0.84914,120,0.49017,68,-0.5839
ENSG00000079134,THOC1,58,2.01248,12,-0.9848,24,0.07980,10,-1.4346,16,-0.5745
ENSG00000176912,TYMSOS,61,2.33132,43,1.35698,3,-2.5959,0,-5.1209,2,-3.4581
ENSG00000132199,ENOSF1,78,2.44894,31,0.24642,13,-1.0521,4,-2.9104,12,-1.3500
ENSG00000176105,YES1,39,1.64808,16,-0.1190,19,0.16483,5,-2.1829,15,-0.2215
ENSG00000101596,SMCHD1,67,1.32991,26,-0.5137,55,0.76996,18,-1.1495,25,-0.5730
ENSG00000101577,LPIN2,19,-1.4057,36,-0.3834,57,0.37733,59,0.59255,53,0.29135
ENSG00000118680,MYL12B,82,-1.5626,152,-0.5718,114,-0.9645,340,1.11752,257,0.35509
ENSG00000170579,DLGAP1,28,-2.7113,103,-0.7175,201,0.40923,265,1.26262,153,-0.0390
ENSG00000263878,DLGAP1-AS4,13,-1.2746,18,-0.8025,21,-0.4820,47,1.12051,32,0.21520
ENSG00000263753,LINC00667,48,0.01308,70,0.70192,51,0.08317,44,-0.1704,31,-0.7637
ENSG00000082397,EPB41L3,187,0.21684,160,-0.0662,150,-0.1696,199,0.38528,111,-0.7005
ENSG00000173482,PTPRM,10,-1.8855,30,-0.1831,50,0.64887,40,0.37548,42,0.41874
ENSG00000206418,RAB12,18,-1.2302,20,-1.0491,44,0.24952,48,0.49890,57,0.79160
ENSG00000178127,NDUFV2,66,-1.5051,128,-0.4333,79,-1.1355,240,0.86883,226,0.60624
ENSG00000101745,ANKRD12,1300,1.64390,313,-1.0780,1069,0.98692,302,-1.2463,361,-0.8468
ENSG00000128791,TWSG1,19,0.29607,27,0.94721,22,0.47325,11,-0.7804,8,-1.0675
ENSG00000017797,RALBP1,294,0.73225,120,-0.8715,333,0.84305,147,-0.6044,201,0.00232
ENSG00000154845,PPP4R1,17,-0.0855,23,0.43589,27,0.64549,13,-0.5877,17,-0.1236
ENSG00000168461,RAB31,73,-0.6163,126,0.36046,97,-0.1013,63,-0.9275,176,1.03708
ENSG00000101558,VAPA,116,-0.8999,174,-0.2194,174,-0.1989,247,0.49197,237,0.34309
ENSG00000154856,APCDD1,33,-0.1633,57,0.88265,24,-0.6243,13,-1.7779,58,0.93680
ENSG00000134265,NAPG,79,-0.5044,58,-1.0075,132,0.35073,150,0.78504,101,-0.0855
ENSG00000154864,PIEZO2,319,4.77215,33,-1.3219,14,-2.4514,2,-5.1357,1,-5.6859
ENSG00000141404,GNAL,33,-1.4746,27,-1.7797,141,0.95040,56,-0.6751,185,1.77584
ENSG00000255112,CHMP1B,27,-1.4108,71,0.22422,80,0.39702,86,0.70408,46,-0.5109
ENSG00000154889,MPPE1,19,-0.2509,23,0.13146,20,-0.1302,26,0.42387,16,-0.4555
ENSG00000141385,AFG3L2,44,-0.4620,48,-0.3146,90,0.74251,65,0.25449,53,-0.1491
ENSG00000134278,SPIRE1,83,-0.1654,99,0.13650,116,0.38207,73,-0.4405,108,0.30248
ENSG00000128789,PSMG2,32,-0.6810,43,-0.1762,25,-0.9976,63,0.64555,54,0.25571
ENSG00000175354,PTPN2,30,0.66772,19,-0.2026,25,0.24632,20,-0.0874,14,-0.6996
ENSG00000085415,SEH1L,16,-1.7734,45,-0.1517,63,0.40406,69,0.74628,50,0.01564
ENSG00000168675,LDLRAD4,92,0.78996,78,0.46966,34,-0.9060,56,-0.1663,33,-1.0354
ENSG00000177150,FAM210A,18,0.23829,7,-1.3312,20,0.35468,21,0.59882,13,-0.3510
ENSG00000101654,RNMT,108,0.14004,46,-1.3070,204,1.19995,108,0.15960,82,-0.3375
ENSG00000175322,ZNF519,3,-2.7254,6,-1.5313,38,1.45752,22,0.65189,20,0.39772
ENSG00000067900,ROCK1,413,2.65174,62,-1.3099,127,-0.0898,32,-2.4774,88,-0.7252
ENSG00000141446,ESCO1,80,2.23904,4,-3.0267,45,0.67220,13,-1.4395,21,-0.5946
ENSG00000167088,SNRPD1,55,-0.6097,83,0.10307,49,-0.7505,92,0.32389,93,0.30890
ENSG00000101752,MIB1,51,0.15538,42,-0.1857,92,1.12293,40,-0.2982,35,-0.5168
ENSG00000134508,CABLES1,1,-5.2049,11,-1.7032,39,0.35671,29,-0.1334,81,2.09510
ENSG00000101782,RIOK3,83,1.08448,33,-0.6603,81,0.86747,41,-0.2973,21,-1.3409
ENSG00000141458,NPC1,93,1.87313,60,0.85819,15,-1.4080,11,-2.1716,16,-1.4645
ENSG00000154065,ANKRD29,11,-0.8194,23,0.41003,13,-0.5055,23,0.52906,15,-0.2686
ENSG00000141447,OSBPL1A,514,1.29875,131,-1.2064,302,0.18232,213,-0.4669,233,-0.2592
ENSG00000154059,IMPACT,24,0.01908,16,-0.6600,31,0.45274,25,0.07965,26,0.15335
ENSG00000141380,SS18,36,1.08520,20,-0.0598,21,0.02547,10,-1.3186,22,0.10361
ENSG00000134504,KCTD1,16,-2.0884,28,-1.2109,78,0.47452,71,0.42275,102,1.09675
ENSG00000171885,AQP4,99,-1.8228,746,1.96889,265,-0.2029,52,-2.9648,451,0.77290
ENSG00000170558,CDH2,18,-1.7656,57,0.09833,93,0.89245,63,0.30487,55,0.02898
ENSG00000118276,B4GALT6,5,-3.5104,44,-0.3980,112,1.20439,85,1.01484,41,-0.4898
ENSG00000153339,TRAPPC8,19,-0.3923,21,-0.2728,23,-0.0952,28,0.32496,27,0.21599
ENSG00000141441,GAREM1,31,0.35675,24,-0.1287,46,0.97760,19,-0.5278,21,-0.3632
ENSG00000101746,NOL4,4,-3.1015,10,-1.7545,82,1.71457,41,0.62663,36,0.31553
ENSG00000134769,DTNA,173,-0.0060,230,0.52359,200,0.22082,96,-1.1040,222,0.45644
ENSG00000166974,MAPRE2,233,-0.4411,224,-0.5081,460,0.70172,361,0.39520,272,-0.1732
ENSG00000186812,ZNF397,135,2.05005,32,-0.8562,69,0.43902,21,-1.6750,32,-0.8643
ENSG00000186814,ZSCAN30,50,1.93551,15,-0.4791,22,0.17820,12,-1.0032,7,-1.7039
ENSG00000172466,ZNF24,191,1.98216,71,-0.1458,50,-0.6796,27,-1.8566,57,-0.5242
ENSG00000141429,GALNT1,54,0.65738,18,-1.2326,62,0.79318,38,-0.0170,31,-0.3702
ENSG00000141425,RPRD1A,60,-1.3233,104,-0.4246,179,0.48662,178,0.65787,142,0.12348
ENSG00000141424,SLC39A6,62,0.74744,39,-0.1198,44,0.08451,38,-0.2211,30,-0.5819
ENSG00000134759,ELP2,34,-0.4138,49,0.21666,59,0.47957,54,0.44379,25,-0.9514
ENSG00000134775,FHOD3,5,-2.3695,21,-0.2062,27,0.24710,29,0.44066,34,0.71864
ENSG00000134779,TPGS2,48,-1.0402,68,-0.4724,85,-0.0852,128,0.81356,96,0.12737
ENSG00000101489,CELF4,84,-2.6812,309,-0.6415,1088,1.52824,589,0.60079,421,-0.1131
ENSG00000078142,PIK3C3,64,0.49761,48,-0.0282,87,0.94623,43,-0.2807,26,-1.0898
ENSG00000152214,RIT2,1,-4.3838,19,-0.2857,17,-0.4115,49,2.20674,8,-1.5905
ENSG00000132872,SYT4,13,-4.4341,108,-1.2708,427,1.03207,462,1.82035,123,-1.0552
ENSG00000152217,SETBP1,12,-0.4241,8,-1.1675,37,1.39482,13,-0.3522,21,0.53073
ENSG00000141469,SLC14A1,19,-0.7035,77,2.16732,22,-0.4056,4,-3.1179,31,0.11902
ENSG00000152223,EPG5,21,0.00189,21,-0.0049,38,1.01310,18,-0.2721,16,-0.4440
ENSG00000152234,ATP5F1A,91,-2.4508,417,-0.0066,337,-0.3424,595,0.79333,524,0.41693
ENSG00000152242,C18orf25,9,-1.4356,29,0.58436,32,0.65811,27,0.53206,12,-1.0020
ENSG00000141622,RNF165,2,-3.5447,17,-0.3604,58,1.79066,22,0.10550,23,0.19730
ENSG00000101638,ST8SIA5,6,-2.7721,29,-0.3498,57,0.74486,60,1.22191,26,-0.5737
ENSG00000078043,PIAS2,53,-0.0514,49,-0.2099,102,1.03076,54,-0.0202,40,-0.5499
ENSG00000167220,HDHD2,48,-0.5320,65,-0.0126,61,-0.1002,78,0.37662,66,0.02312
ENSG00000134049,IER3IP1,18,-0.9772,25,-0.5051,29,-0.1811,50,0.93095,33,-0.0123
ENSG00000175387,SMAD2,74,0.21146,61,-0.1298,82,0.36628,64,-0.0488,56,-0.2742
ENSG00000134030,CTIF,32,-0.9364,63,0.22094,91,0.78807,52,-0.1455,61,0.16224
ENSG00000101665,SMAD7,26,1.12033,6,-1.3019,22,0.70840,12,-0.4166,11,-0.4016
ENSG00000141627,DYM,26,-0.2521,35,0.22931,47,0.72393,30,-0.0004,22,-0.5615
ENSG00000177576,C18orf32,237,-0.0262,249,0.06824,143,-0.8106,243,0.02023,279,0.27865
ENSG00000265681,RPL17,1336,0.19857,1399,0.28509,531,-1.2610,998,-0.3630,1494,0.40981
ENSG00000167315,ACAA2,32,0.09013,39,0.45444,17,-0.9158,14,-1.3210,51,0.99540
ENSG00000141644,MBD1,17,-1.3581,49,0.39745,36,-0.1354,48,0.39101,42,0.10389
ENSG00000154832,CXXC1,20,-0.1669,34,0.89545,22,0.04515,16,-0.5892,19,-0.2282
ENSG00000141639,MAPK4,6,-2.2759,27,0.12592,15,-0.8462,19,-0.5685,58,1.73484
ENSG00000134042,MRO,23,-0.6068,45,0.58811,24,-0.4621,21,-0.8602,53,0.91388
ENSG00000082212,ME2,37,-0.2174,42,-0.0008,60,0.59652,41,-0.0303,38,-0.1518
ENSG00000141646,SMAD4,27,-0.3887,55,0.98880,32,-0.0415,27,-0.3902,27,-0.3476
ENSG00000134046,MBD2,28,0.29652,24,-0.0369,31,0.42965,22,-0.1842,20,-0.3383
ENSG00000041353,RAB27B,4,-3.5838,19,-1.4414,76,0.85382,88,1.71342,32,-0.5741
ENSG00000196628,TCF4,385,0.68665,118,-1.3695,576,1.29913,188,-0.6843,267,-0.0036
ENSG00000091164,TXNL1,82,-0.7666,117,-0.1677,157,0.32644,168,0.60205,111,-0.2529
ENSG00000091157,WDR7,36,-1.2732,43,-0.9890,126,0.82052,119,1.00867,64,-0.3150
ENSG00000177511,ST8SIA3,11,-3.4428,50,-1.1237,204,1.23833,159,1.14054,89,-0.1769
ENSG00000066926,FECH,26,0.30423,19,-0.2044,17,-0.4236,24,0.16869,20,-0.1467
ENSG00000134440,NARS,194,0.08014,91,-1.2030,267,0.59702,228,0.44818,167,-0.1860
ENSG00000049759,NEDD4L,10,-3.4310,78,-0.2648,162,0.96839,126,0.73166,95,0.09514
ENSG00000074657,ZNF532,107,1.77511,23,-1.1820,56,0.31243,26,-1.0405,34,-0.5485
ENSG00000166562,SEC11C,160,-0.0925,174,0.06380,101,-0.7942,177,0.09853,192,0.24167
ENSG00000074695,LMAN1,98,1.57104,37,-0.3593,56,0.32367,27,-0.9722,25,-1.0262
ENSG00000183287,CCBE1,18,0.19762,11,-0.6342,33,1.17816,12,-0.5652,17,0.11404
ENSG00000101542,CDH20,19,0.01464,30,0.88887,24,0.35678,7,-1.8056,24,0.40084
ENSG00000134444,RELCH,21,-0.9749,30,-0.3413,61,0.84341,47,0.51084,32,-0.2172
ENSG00000141664,ZCCHC2,25,0.46324,11,-0.9848,46,1.48156,14,-0.6233,17,-0.2164
ENSG00000081913,PHLPP1,152,1.77477,72,0.15431,49,-0.4728,28,-1.5459,39,-0.8858
ENSG00000171791,BCL2,13,-0.5108,26,0.72725,31,0.94596,9,-1.2811,21,0.27134
ENSG00000119537,KDSR,135,1.61331,63,0.02954,54,-0.2210,27,-1.4748,44,-0.5868
ENSG00000119541,VPS4B,84,0.55564,53,-0.2916,67,0.10905,67,0.12561,43,-0.6665
ENSG00000071991,CDH19,96,3.62875,21,-0.2958,6,-2.1008,2,-3.5945,2,-3.9750
ENSG00000171451,DSEL,106,1.78870,16,-1.7124,62,0.49413,22,-1.2865,41,-0.1786
ENSG00000166479,TMX3,22,-1.0493,32,-0.4819,52,0.32822,68,1.13041,28,-0.6932
ENSG00000150636,CCDC102B,53,2.34497,8,-1.3207,27,0.60260,4,-2.4898,12,-0.6886
ENSG00000206052,DOK6,11,-3.8115,78,-0.8475,210,0.82316,105,-0.3870,288,1.70696
ENSG00000170677,SOCS6,23,0.68419,18,0.21528,27,0.85168,8,-1.2929,14,-0.2613
ENSG00000141668,CBLN2,1,-4.8747,33,-0.5262,64,0.59604,68,0.96425,54,0.37199
ENSG00000166342,NETO1,1,-4.7332,11,-1.3693,45,0.97938,38,0.96471,33,0.54516
ENSG00000263958,AC091138.1,5,-2.0910,8,-1.4219,13,-0.4883,29,1.03333,30,0.90293
ENSG00000075336,TIMM21,29,0.01265,30,0.10463,27,-0.0964,29,0.02307,27,-0.0991
ENSG00000166347,CYB5A,24,-0.5019,43,0.51185,16,-1.0894,31,-0.0802,41,0.40803
ENSG00000133313,CNDP2,108,-0.1621,163,0.59570,74,-0.7346,109,-0.1679,122,0.03974
ENSG00000150656,CNDP1,328,2.74557,157,0.77802,15,-2.9123,13,-3.3655,10,-3.6842
ENSG00000180011,ZADH2,21,-0.6918,23,-0.5402,58,1.00636,31,-0.0595,39,0.37942
ENSG00000179981,TSHZ1,25,-0.0457,32,0.37861,44,0.87016,15,-0.9716,27,0.10219
ENSG00000130856,ZNF236,59,1.51070,16,-0.9488,45,0.77407,13,-1.4356,24,-0.2582
ENSG00000197971,MBP,47353,3.04409,20434,0.71244,1356,-3.5124,864,-4.5122,555,-4.9729
ENSG00000263146,LINC01896,4,-2.7031,41,1.05082,19,-0.3625,15,-0.8893,43,1.13458
ENSG00000166377,ATP9B,26,0.75954,11,-0.7894,31,0.89742,14,-0.4783,15,-0.2924
ENSG00000122490,SLC66A2,14,-2.4034,50,-0.4228,111,0.93376,79,0.48819,78,0.39316
ENSG00000226742,HSBP1L1,8,-1.2207,20,0.32710,1,-3.4896,21,0.39524,25,0.73697
ENSG00000141759,TXNL4A,104,-1.0894,174,-0.2285,91,-1.2004,266,0.65669,267,0.56277
ENSG00000101544,ADNP2,16,-0.4846,20,-0.1731,34,0.73999,20,-0.1558,25,0.27777
ENSG00000141934,PLPP2,85,2.33530,53,1.08495,3,-3.3916,5,-2.9450,4,-2.8995
ENSG00000183186,C2CD4C,3,-3.0101,11,-1.0542,28,0.47937,27,0.58392,35,1.02497
ENSG00000129946,SHC2,44,-0.4782,75,0.49831,77,0.47470,44,-0.5090,64,0.18802
ENSG00000141933,TPGS1,26,-1.4311,66,0.12890,56,-0.1421,73,0.37510,78,0.42846
ENSG00000099804,CDC34,30,-1.3060,70,0.12220,56,-0.2571,97,0.89011,54,-0.3231
ENSG00000172270,BSG,154,-1.2811,400,0.34872,340,0.04003,386,0.32601,354,0.11658
ENSG00000099822,HCN2,58,-0.4536,66,-0.2227,108,0.59252,70,-0.1313,92,0.37207
ENSG00000099821,POLRMT,44,0.32927,24,-0.7429,53,0.60122,42,0.27218,27,-0.5514
ENSG00000070423,RNF126,19,-1.3570,37,-0.2660,33,-0.4281,54,0.50399,61,0.67061
ENSG00000099864,PALM,61,-1.8477,195,0.05675,286,0.68023,156,-0.3823,313,0.97902
